id,indexed,hangul,ipa,POS,abs_freq,rel_freq
3653,의약__02,의약,ɰi ja k,NNG,583,0.004
3653,마감__01,마감,m ɑ k ɑ m,NNG,583,0.004
3653,턱__01,턱,tʰ ʌ k,NNG,583,0.004
3653,보람,보람,p o l ɑ m,NNG,582,0.004
3658,매__01,매,m ɛ,NNG,582,0.004
3658,시각__05,시각,sʰ i k ɑ k,NNG,582,0.004
3658,즉각,즉각,tɕ ɯ k k* ɑ k,MAG,582,0.004
3658,나비__03,나비,n ɑ p i,NNG,581,0.004
3663,심판__02,심판,sʰ i m pʰ ɑ n,NNG,581,0.004
3663,햇볕,햇볕,h ɛ t p* jʌ t,NNG,581,0.004
3663,과시__08,과시,k wa sʰ i,NNG,581,0.004
3663,성당__03,성당,sʰ ʌ ŋ t ɑ ŋ,NNG,580,0.004
3668,캠페인,캠페인,kʰ ɛ m pʰ ɛ i n,NNG,580,0.004
3668,검증,검증,k ʌ m tɕ ɯ ŋ,NNG,580,0.004
3668,공존,공존,k o ŋ tɕ o n,NNG,580,0.004
3668,한자__02,한자,h ɑ n tɕ ɑ,NNG,580,0.004
3668,건립,건립,k ʌ l l i p,NNG,580,0.004
3668,매입,매입,m ɛ i p,NNG,579,0.003
3674,군데,군데,k u n t ɛ,NNB,579,0.003
3674,맘__01,맘,m ɑ m,NNG,579,0.003
3677,인원,인원,i n wʌ n,NNG,578,0.003
3677,신문사,신문사,sʰ i n m u n sʰ ɑ,NNG,578,0.003
3677,교훈__02,교훈,k jo h u n,NNG,578,0.003
3677,방어__02,방어,p ɑ ŋ ʌ,NNG,578,0.003
3677,예고__01,예고,jɛ k o,NNG,577,0.003
3682,초반__01,초반,tɕʰ o p ɑ n,NNG,577,0.003
3682,뭣,뭣,m wʌ t,NP,577,0.003
3682,일반인,일반인,i l p ɑ n i n,NNG,577,0.003
3682,추석__01,추석,tɕʰ u sʰ ʌ k,NNG,576,0.003
3686,뱀,뱀,p ɛ m,NNG,576,0.003
3686,타락__02,타락,tʰ ɑ l ɑ k,NNG,576,0.003
3686,억지로,억지로,ʌ k tɕ* i l o,MAG,576,0.003
3686,인종__01,인종,i n tɕ o ŋ,NNG,575,0.003
3691,쇼__02,쇼,sʰ jo,NNG,575,0.003
3691,안심__04,안심,ɑ n sʰ i m,NNG,575,0.003
3691,국토,국토,k u k tʰ o,NNG,575,0.003
3691,포장__01,포장,pʰ o tɕ ɑ ŋ,NNG,575,0.003
3691,덩어리,덩어리,t ʌ ŋ ʌ l i,NNG,574,0.003
3698,박수__02,박수,p ɑ k s* u,NNG,574,0.003
3698,분배,분배,p u n p ɛ,NNG,574,0.003
3698,분업,분업,p u n ʌ p,NNG,574,0.003
3698,절대,절대,tɕ ʌ l t ɛ,MAG,574,0.003
3698,단독__02,단독,t ɑ n t o k,NNG,573,0.003
3705,시각__03,시각,sʰ i k ɑ k,NNG,573,0.003
3705,지침__02,지침,tɕ i tɕʰ i m,NNG,572,0.003
3708,가루__01,가루,k ɑ l u,NNG,572,0.003
3708,지분__06,지분,tɕ i p u n,NNG,571,0.003
3711,결혼식,결혼식,k jʌ l h o n sʰ i k,NNG,571,0.003
3711,재배__03,재배,tɕ ɛ p ɛ,NNG,571,0.003
3711,자각__03,자각,tɕ ɑ k ɑ k,NNG,571,0.003
3711,연인__06,연인,jʌ n i n,NNG,571,0.003
3711,신념__01,신념,sʰ i n n jʌ m,NNG,569,0.003
3717,큰일__01,큰일,kʰ ɯ n i l,NNG,569,0.003
3717,참고__01,참고,tɕʰ ɑ m k o,NNG,569,0.003
3717,수천,수천,sʰ u tɕʰ ʌ n,NR,569,0.003
3717,살짝,살짝,sʰ ɑ l tɕ* ɑ k,MAG,569,0.003
3717,극단__01,극단,k ɯ k t* ɑ n,NNG,569,0.003
3717,실내,실내,sʰ i l l ɛ,NNG,569,0.003
3717,상반기,상반기,sʰ ɑ ŋ p ɑ n k i,NNG,569,0.003
3717,털,털,tʰ ʌ l,NNG,568,0.003
3725,황제__02,황제,h wa ŋ tɕ ɛ,NNG,568,0.003
3725,각자__02,각자,k ɑ k tɕ* ɑ,NNG,568,0.003
3725,침체,침체,tɕʰ i m tɕʰ ɛ,NNG,568,0.003
3725,특유,특유,tʰ ɯ k ju,NNG,567,0.003
3730,외환__02,외환,wɛ h wa n,NNG,567,0.003
3730,서리__14,서리,sʰ ʌ l i,NNG,567,0.003
3730,실행__02,실행,sʰ i l h ɛ ŋ,NNG,567,0.003
3730,시즌,시즌,sʰ i tɕ ɯ n,NNG,567,0.003
3730,미터,미터,m i tʰ ʌ,NNB,567,0.003
3730,줄곧,줄곧,tɕ u l k o t,MAG,567,0.003
3730,괜히,괜히,k wɛ n h i,MAG,566,0.003
3737,텅__01,텅,tʰ ʌ ŋ,MAG,566,0.003
3737,면적,면적,m jʌ n tɕ ʌ k,NNG,566,0.003
3737,체육,체육,tɕʰ ɛ ju k,NNG,566,0.003
3737,혼__02,혼,h o n,NNG,565,0.003
3742,백억,백억,p ɛ k ʌ k,NR,565,0.003
3742,무용__03,무용,m u jo ŋ,NNG,565,0.003
3742,어디,어디,ʌ t i,IC,565,0.003
3742,체__02,체,tɕʰ ɛ,NNB,565,0.003
3742,주주,주주,tɕ u tɕ u,NNG,564,0.003
3747,내각__03,내각,n ɛ k ɑ k,NNG,564,0.003
3747,증세__01,증세,tɕ ɯ ŋ sʰ ɛ,NNG,564,0.003
3747,간단히,간단히,k ɑ n t ɑ n h i,MAG,564,0.003
3747,시집__03,시집,sʰ i tɕ i p,NNG,563,0.003
3752,공직자,공직자,k o ŋ tɕ i k tɕ* ɑ,NNG,563,0.003
3752,뇌물,뇌물,n wɛ m u l,NNG,562,0.003
3754,각오__01,각오,k ɑ k o,NNG,562,0.003
3754,칸__01,칸,kʰ ɑ n,NNG,562,0.003
3754,혈액,혈액,h jʌ l ɛ k,NNG,562,0.003
3754,이해__03,이해,i h ɛ,NNG,561,0.003
3763,소파__06,소파,sʰ o pʰ ɑ,NNG,561,0.003
3763,사과__05,사과,sʰ ɑ k wa,NNG,560,0.003
3766,보건__01,보건,p o k ʌ n,NNG,560,0.003
3766,들,들,t ɯ l,NNG,560,0.003
3766,항__08,항,h ɑ ŋ,NNG,560,0.003
3766,꼭__02,꼭,k* o k,MAG,560,0.003
3766,공약__01,공약,k o ŋ ja k,NNG,559,0.003
3771,열쇠,열쇠,jʌ l sʰ wɛ,NNG,559,0.003
3771,과세__04,과세,k wa sʰ ɛ,NNG,559,0.003
3771,단__06,단,t ɑ n,NNG,559,0.003
3771,불쑥,불쑥,p u l s* u k,MAG,559,0.003
3779,애__01,애,ɛ,NNG,558,0.003
3779,취지__03,취지,tɕʰ wi tɕ i,NNG,558,0.003
3779,영장__02,영장,jʌ ŋ tɕ ɑ ŋ,NNG,558,0.003
3779,당부__02,당부,t ɑ ŋ p u,NNG,557,0.003
3784,의복__01,의복,ɰi p o k,NNG,557,0.003
3784,빌딩,빌딩,p i l t i ŋ,NNG,557,0.003
3784,얼음__01,얼음,ʌ l ɯ m,NNG,557,0.003
3784,손실,손실,sʰ o n sʰ i l,NNG,557,0.003
3784,남부__01,남부,n ɑ m p u,NNG,557,0.003
3784,입원__01,입원,i p wʌ n,NNG,557,0.003
3784,주,주,tɕ u,MM,556,0.003
3792,가공__01,가공,k ɑ k o ŋ,NNG,556,0.003
3792,시중__03,시중,sʰ i tɕ u ŋ,NNG,556,0.003
3792,목욕,목욕,m o k jo k,NNG,556,0.003
3792,빛깔,빛깔,p i t k* ɑ l,NNG,556,0.003
3792,조각__05,조각,tɕ o k ɑ k,NNG,556,0.003
3792,추위__01,추위,tɕʰ u wi,NNG,556,0.003
3792,눈동자,눈동자,n u n t o ŋ tɕ ɑ,NNG,556,0.003
3792,사막__04,사막,sʰ ɑ m ɑ k,NNG,556,0.003
3792,통보__02,통보,tʰ o ŋ p o,NNG,556,0.003
3792,한결,한결,h ɑ n k jʌ l,MAG,556,0.003
3792,저고리__01,저고리,tɕ ʌ k o l i,NNG,556,0.003
3792,법안__01,법안,p ʌ p ɑ n,NNG,555,0.003
3804,처방,처방,tɕʰ ʌ p ɑ ŋ,NNG,555,0.003
3804,쟁점,쟁점,tɕ ɛ ŋ tɕ ʌ m,NNG,555,0.003
3804,개체__02,개체,k ɛ tɕʰ ɛ,NNG,555,0.003
3804,척__08,척,tɕʰ ʌ k,NNB,554,0.003
3809,간판__02,간판,k ɑ n pʰ ɑ n,NNG,554,0.003
3809,학술,학술,h ɑ k s* u l,NNG,554,0.003
3809,심의__05,심의,sʰ i m ɰi,NNG,554,0.003
3809,씨름,씨름,s* i l ɯ m,NNG,554,0.003
3809,최후,최후,tɕʰ wɛ h u,NNG,554,0.003
3809,방송사,방송사,p ɑ ŋ sʰ o ŋ sʰ ɑ,NNG,553,0.003
3817,이따금,이따금,i t* ɑ k ɯ m,MAG,552,0.003
3819,변혁,변혁,p jʌ n h jʌ k,NNG,552,0.003
3819,자원__02,자원,tɕ ɑ wʌ n,NNG,552,0.003
3819,의지__04,의지,ɰi tɕ i,NNG,552,0.003
3819,미사일,미사일,m i sʰ ɑ i l,NNG,551,0.003
3823,글씨,글씨,k ɯ l s* i,NNG,551,0.003
3823,푼,푼,pʰ u n,NNB,551,0.003
3823,신자__03,신자,sʰ i n tɕ ɑ,NNG,551,0.003
3823,똥,똥,t* o ŋ,NNG,551,0.003
3823,선명__04,선명,sʰ ʌ n m jʌ ŋ,NNG,551,0.003
3823,해군__01,해군,h ɛ k u n,NNG,550,0.003
3831,조__15,조,tɕ o,NNG,550,0.003
3831,편의__02,편의,pʰ jʌ n ɰi,NNG,550,0.003
3831,회계__03,회계,h wɛ k jɛ,NNG,550,0.003
3831,설득력,설득력,sʰ ʌ l t ɯ ŋ n jʌ k,NNG,549,0.003
3837,양보__03,양보,ja ŋ p o,NNG,549,0.003
3837,대사__04,대사,t ɛ sʰ ɑ,NNG,549,0.003
3837,해제__03,해제,h ɛ tɕ ɛ,NNG,549,0.003
3837,체질__02,체질,tɕʰ ɛ tɕ i l,NNG,549,0.003
3837,염두__01,염두,jʌ m t u,NNG,548,0.003
3842,비평,비평,p i pʰ jʌ ŋ,NNG,548,0.003
3842,테이프,테이프,tʰ ɛ i pʰ ɯ,NNG,548,0.003
3842,섭취,섭취,sʰ ʌ p tɕʰ wi,NNG,548,0.003
3842,구절__03,구절,k u tɕ ʌ l,NNG,547,0.003
3848,폭발__01,폭발,pʰ o k p* ɑ l,NNG,547,0.003
3848,양복__01,양복,ja ŋ p o k,NNG,547,0.003
3848,행정부,행정부,h ɛ ŋ tɕ ʌ ŋ p u,NNG,547,0.003
3848,일선,일선,i l sʰ ʌ n,NNG,547,0.003
3848,종속__02,종속,tɕ o ŋ sʰ o k,NNG,547,0.003
3848,지구__03,지구,tɕ i k u,NNG,547,0.003
3848,꾸준히,꾸준히,k* u tɕ u n h i,MAG,547,0.003
3848,채널,채널,tɕʰ ɛ n ʌ l,NNG,547,0.003
3848,환영__02,환영,h wa n jʌ ŋ,NNG,546,0.003
3858,대개__03,대개,t ɛ k ɛ,NNG,546,0.003
3858,업적,업적,ʌ p tɕ* ʌ k,NNG,546,0.003
3858,새해,새해,sʰ ɛ h ɛ,NNG,545,0.003
3863,두어,두어,t u ʌ,MM,545,0.003
3863,그쪽,그쪽,k ɯ tɕ* o k,NP,545,0.003
3866,광범위,광범위,k wa ŋ p ʌ m wi,NNG,544,0.003
3866,상무__03,상무,sʰ ɑ ŋ m u,NNG,544,0.003
3866,여가__03,여가,jʌ k ɑ,NNG,544,0.003
3866,여간,여간,jʌ k ɑ n,MAG,544,0.003
3866,한잔,한잔,h ɑ n tɕ ɑ n,NNG,544,0.003
3866,통__10,통,tʰ o ŋ,NNG,544,0.003
3866,담__01,담,t ɑ m,NNG,542,0.003
3874,보조__02,보조,p o tɕ o,NNG,542,0.003
3874,연구자,연구자,jʌ n k u tɕ ɑ,NNG,542,0.003
3874,가짜,가짜,k ɑ tɕ* ɑ,NNG,542,0.003
3874,벼,벼,p jʌ,NNG,542,0.003
3874,변신__01,변신,p jʌ n sʰ i n,NNG,541,0.003
3882,압도__02,압도,ɑ p t* o,NNG,541,0.003
3882,등급,등급,t ɯ ŋ k ɯ p,NNG,541,0.003
3882,좀처럼,좀처럼,tɕ o m tɕʰ ʌ l ʌ m,MAG,541,0.003
3882,운전사,운전사,u n tɕ ʌ n sʰ ɑ,NNG,540,0.003
3886,전용__04,전용,tɕ ʌ n jo ŋ,NNG,540,0.003
3886,입법,입법,i p p* ʌ p,NNG,540,0.003
3886,창업,창업,tɕʰ ɑ ŋ ʌ p,NNG,540,0.003
3886,관여,관여,k wa n jʌ,NNG,539,0.003
3892,탁자__01,탁자,tʰ ɑ k tɕ* ɑ,NNG,538,0.003
3897,미국인,미국인,m i k u k i n,NNG,538,0.003
3897,밀접,밀접,m i l tɕ ʌ p,NNG,538,0.003
3897,삼국,삼국,sʰ ɑ m k u k,NNG,538,0.003
3897,이십,이십,i sʰ i p,NR,538,0.003
3897,씨__01,씨,s* i,NNG,538,0.003
3897,휴식__02,휴식,h ju sʰ i k,NNG,538,0.003
3897,실은,실은,sʰ i l ɯ n,MAG,537,0.003
3908,출판사,출판사,tɕʰ u l pʰ ɑ n sʰ ɑ,NNG,537,0.003
3908,명의__02,명의,m jʌ ŋ ɰi,NNG,536,0.003
3911,동서__04,동서,t o ŋ sʰ ʌ,NNG,536,0.003
3911,징역,징역,tɕ i ŋ jʌ k,NNG,536,0.003
3911,표명,표명,pʰ jo m jʌ ŋ,NNG,535,0.003
3916,분포__02,분포,p u n pʰ o,NNG,535,0.003
3916,영광__01,영광,jʌ ŋ k wa ŋ,NNG,535,0.003
3916,연기__05,연기,jʌ n k i,NNG,535,0.003
3916,후자__01,후자,h u tɕ ɑ,NNG,535,0.003
3916,품__01,품,pʰ u m,NNG,535,0.003
3916,언론인,언론인,ʌ l l o n i n,NNG,534,0.003
3922,신음__01,신음,sʰ i n ɯ m,NNG,534,0.003
3922,하필,하필,h ɑ pʰ i l,MAG,534,0.003
3922,구매__02,구매,k u m ɛ,NNG,534,0.003
3922,구현__04,구현,k u h jʌ n,NNG,533,0.003
3928,날짜__01,날짜,n ɑ l tɕ* ɑ,NNG,533,0.003
3928,대중문화,대중문화,t ɛ tɕ u ŋ m u n h wa,NNG,533,0.003
3928,입각__02,입각,i p k* ɑ k,NNG,533,0.003
3928,개미__03,개미,k ɛ m i,NNG,533,0.003
3928,주관__02,주관,tɕ u k wa n,NNG,533,0.003
3934,전__x32,전,tɕ ʌ n,NNG,532,0.003
3934,권__02,권,k wʌ n,NNG,532,0.003
3934,병력__01,병력,p jʌ ŋ n jʌ k,NNG,531,0.003
3940,부품,부품,p u pʰ u m,NNG,531,0.003
3940,프로__04,프로,pʰ ɯ l o,NNG,531,0.003
3940,끈,끈,k* ɯ n,NNG,531,0.003
3940,추천__03,추천,tɕʰ u tɕʰ ʌ n,NNG,530,0.003
3944,문헌,문헌,m u n h ʌ n,NNG,530,0.003
3944,겨냥,겨냥,k jʌ n ja ŋ,NNG,530,0.003
3944,여__21,여,jʌ,NNG,530,0.003
3944,단백질,단백질,t ɑ n p ɛ k tɕ* i l,NNG,529,0.003
3948,통로,통로,tʰ o ŋ n o,NNG,529,0.003
3948,광경,광경,k wa ŋ k jʌ ŋ,NNG,529,0.003
3948,공감,공감,k o ŋ k ɑ m,NNG,529,0.003
3948,법정__01,법정,p ʌ p tɕ* ʌ ŋ,NNG,529,0.003
3948,사__15,사,sʰ ɑ,NNG,529,0.003
3948,유전__12,유전,ju tɕ ʌ n,NNG,529,0.003
3948,따름,따름,t* ɑ l ɯ m,NNB,528,0.003
3956,급증__02,급증,k ɯ p tɕ* ɯ ŋ,NNG,528,0.003
3956,컵,컵,kʰ ʌ p,NNG,528,0.003
3956,명제,명제,m jʌ ŋ tɕ ɛ,NNG,528,0.003
3956,친족,친족,tɕʰ i n tɕ o k,NNG,528,0.003
3956,채소,채소,tɕʰ ɛ sʰ o,NNG,528,0.003
3956,진정__15,진정,tɕ i n tɕ ʌ ŋ,NNG,527,0.003
3962,교전__01,교전,k jo tɕ ʌ n,NNG,527,0.003
3962,생선,생선,sʰ ɛ ŋ sʰ ʌ n,NNG,527,0.003
3962,기술__03,기술,k i sʰ u l,NNG,527,0.003
3962,국세청,국세청,k u k s* ɛ tɕʰ ʌ ŋ,NNG,526,0.003
3967,천지__01,천지,tɕʰ ʌ n tɕ i,NNG,526,0.003
3967,겸,겸,k jʌ m,NNB,526,0.003
3967,유리창,유리창,ju l i tɕʰ ɑ ŋ,NNG,526,0.003
3967,응원,응원,ɯ ŋ wʌ n,NNG,525,0.003
3971,위장__07,위장,wi tɕ ɑ ŋ,NNG,524,0.003
3972,철수__02,철수,tɕʰ ʌ l sʰ u,NNG,524,0.003
3972,설비__02,설비,sʰ ʌ l p i,NNG,523,0.003
3975,유치__08,유치,ju tɕʰ i,NNG,523,0.003
3975,외무__01,외무,wɛ m u,NNG,523,0.003
3975,업자,업자,ʌ p tɕ* ɑ,NNG,523,0.003
3975,예비__02,예비,jɛ p i,NNG,522,0.003
3980,녹색,녹색,n o k s* ɛ k,NNG,522,0.003
3980,점령,점령,tɕ ʌ m n jʌ ŋ,NNG,522,0.003
3980,진학,진학,tɕ i n h ɑ k,NNG,522,0.003
3980,화장품,화장품,h wa tɕ ɑ ŋ pʰ u m,NNG,521,0.003
3985,중__88,중,tɕ u ŋ,NNG,521,0.003
3985,접수__03,접수,tɕ ʌ p s* u,NNG,521,0.003
3985,천재__03,천재,tɕʰ ʌ n tɕ ɛ,NNG,521,0.003
3985,이달__01,이달,i t ɑ l,NNG,521,0.003
3985,시나리오,시나리오,sʰ i n ɑ l i o,NNG,521,0.003
3985,대기__07,대기,t ɛ k i,NNG,520,0.003
3992,아홉,아홉,ɑ h o p,NR,520,0.003
3992,풍요__02,풍요,pʰ u ŋ jo,NNG,520,0.003
3992,결의__01,결의,k jʌ l ɰi,NNG,520,0.003
3992,적발__03,적발,tɕ ʌ k p* ɑ l,NNG,519,0.003
3996,고등__02,고등,k o t ɯ ŋ,NNG,519,0.003
3996,등지,등지,t ɯ ŋ tɕ i,NNB,519,0.003
3996,넷째,넷째,n ɛ t tɕ* ɛ,NR,519,0.003
3996,연금__01,연금,jʌ n k ɯ m,NNG,518,0.003
4002,오,오,o,NR,518,0.003
4002,혈압,혈압,h jʌ l ɑ p,NNG,517,0.003
4004,어쩐지,어쩐지,ʌ tɕ* ʌ n tɕ i,MAG,517,0.003
4004,단절__05,단절,t ɑ n tɕ ʌ l,NNG,517,0.003
4004,동__10,동,t o ŋ,NNG,517,0.003
4004,수표__01,수표,sʰ u pʰ jo,NNG,517,0.003
4004,업소,업소,ʌ p s* o,NNG,516,0.003
4011,사이트,사이트,sʰ ɑ i tʰ ɯ,NNG,516,0.003
4011,일련__01,일련,i l l jʌ n,NNG,516,0.003
4011,차관__01,차관,tɕʰ ɑ k wa n,NNG,516,0.003
4011,스크린,스크린,sʰ ɯ kʰ ɯ l i n,NNG,516,0.003
4011,실용,실용,sʰ i l jo ŋ,NNG,516,0.003
4011,가버넌스,가버넌스,k ɑ p ʌ n ʌ n sʰ ɯ,NNG,516,0.003
4019,착수__03,착수,tɕʰ ɑ k s* u,NNG,515,0.003
4019,기적__03,기적,k i tɕ ʌ k,NNG,515,0.003
4019,구도__10,구도,k u t o,NNG,515,0.003
4019,어린아이,어린아이,ʌ l i n ɑ i,NNG,514,0.003
4023,신규,신규,sʰ i n k ju,NNG,514,0.003
4023,정국__01,정국,tɕ ʌ ŋ k u k,NNG,514,0.003
4023,흡사,흡사,h ɯ p s* ɑ,MAG,513,0.003
4026,물량,물량,m u l l ja ŋ,NNG,513,0.003
4026,부활__01,부활,p u h wa l,NNG,513,0.003
4026,어제,어제,ʌ tɕ ɛ,MAG,513,0.003
4026,국무__02,국무,k u ŋ m u,NNG,513,0.003
4026,보전__03,보전,p o tɕ ʌ n,NNG,512,0.003
4031,오줌,오줌,o tɕ u m,NNG,512,0.003
4031,전적__03,전적,tɕ ʌ n tɕ ʌ k,NNG,512,0.003
4031,사찰__06,사찰,sʰ ɑ tɕʰ ɑ l,NNG,512,0.003
4031,간신히,간신히,k ɑ n sʰ i n h i,MAG,512,0.003
4031,승부__03,승부,sʰ ɯ ŋ p u,NNG,511,0.003
4037,상__04,상,sʰ ɑ ŋ,NNG,511,0.003
4037,문학사__02,문학사,m u n h ɑ k s* ɑ,NNG,511,0.003
4037,서구,서구,sʰ ʌ k u,NNG,511,0.003
4037,우물__01,우물,u m u l,NNG,510,0.003
4041,손상,손상,sʰ o n sʰ ɑ ŋ,NNG,510,0.003
4041,내외__01,내외,n ɛ wɛ,NNG,510,0.003
4041,중립__01,중립,tɕ u ŋ n i p,NNG,510,0.003
4041,발걸음,발걸음,p ɑ l k ʌ l ɯ m,NNG,510,0.003
4041,철학자,철학자,tɕʰ ʌ l h ɑ k tɕ* ɑ,NNG,510,0.003
4041,작자__01,작자,tɕ ɑ k tɕ* ɑ,NNG,509,0.003
4050,맥__01,맥,m ɛ k,NNG,509,0.003
4050,계장__03,계장,k jɛ tɕ ɑ ŋ,NNG,508,0.003
4052,역량__01,역량,jʌ ŋ n ja ŋ,NNG,508,0.003
4052,도__10,도,t o,NNG,508,0.003
4052,외국어,외국어,wɛ k u k ʌ,NNG,507,0.003
4057,재빨리,재빨리,tɕ ɛ p* ɑ l l i,MAG,507,0.003
4057,빈곤,빈곤,p i n k o n,NNG,507,0.003
4057,간__08,간,k ɑ n,NNG,507,0.003
4057,매매,매매,m ɛ m ɛ,NNG,507,0.003
4057,불꽃__01,불꽃,p u l k* o t,NNG,507,0.003
4057,그리움,그리움,k ɯ l i u m,NNG,507,0.003
4057,팬__01,팬,pʰ ɛ n,NNG,507,0.003
4057,중계__04,중계,tɕ u ŋ k jɛ,NNG,506,0.003
4066,대다수,대다수,t ɛ t ɑ sʰ u,NNG,506,0.003
4066,정통__02,정통,tɕ ʌ ŋ tʰ o ŋ,NNG,506,0.003
4066,항쟁,항쟁,h ɑ ŋ tɕ ɛ ŋ,NNG,505,0.003
4070,양성__10,양성,ja ŋ sʰ ʌ ŋ,NNG,505,0.003
4070,순경__02,순경,sʰ u n k jʌ ŋ,NNG,505,0.003
4070,전락__02,전락,tɕ ʌ l l ɑ k,NNG,505,0.003
4070,기원__05,기원,k i wʌ n,NNG,504,0.003
4076,합병__02,합병,h ɑ p p* jʌ ŋ,NNG,504,0.003
4076,개척,개척,k ɛ tɕʰ ʌ k,NNG,504,0.003
4076,참,참,tɕʰ ɑ m,NNB,504,0.003
4076,제조업,제조업,tɕ ɛ tɕ o ʌ p,NNG,504,0.003
4076,간혹,간혹,k ɑ n h o k,MAG,504,0.003
4076,악마__02,악마,ɑ ŋ m ɑ,NNG,504,0.003
4076,군부__06,군부,k u n p u,NNG,504,0.003
4076,유입__01,유입,ju i p,NNG,504,0.003
4076,핑계,핑계,pʰ i ŋ k jɛ,NNG,504,0.003
4076,얼핏,얼핏,ʌ l pʰ i t,MAG,503,0.003
4087,진영__02,진영,tɕ i n jʌ ŋ,NNG,503,0.003
4087,시멘트,시멘트,sʰ i m ɛ n tʰ ɯ,NNG,503,0.003
4087,가죽__01,가죽,k ɑ tɕ u k,NNG,503,0.003
4087,저서__01,저서,tɕ ʌ sʰ ʌ,NNG,503,0.003
4087,여지,여지,jʌ tɕ i,NNB,502,0.003
4094,일찍이,일찍이,i l tɕ* i k i,MAG,502,0.003
4094,부재__03,부재,p u tɕ ɛ,NNG,502,0.003
4094,주소__01,주소,tɕ u sʰ o,NNG,502,0.003
4094,코스,코스,kʰ o sʰ ɯ,NNG,502,0.003
4094,방금,방금,p ɑ ŋ k ɯ m,MAG,502,0.003
4094,은근히,은근히,ɯ n k ɯ n h i,MAG,501,0.003
4103,현안__02,현안,h jʌ n ɑ n,NNG,501,0.003
4103,과잉,과잉,k wa i ŋ,NNG,501,0.003
4103,지능,지능,tɕ i n ɯ ŋ,NNG,501,0.003
4103,더러,더러,t ʌ l ʌ,MAG,501,0.003
4103,협박,협박,h jʌ p p* ɑ k,NNG,501,0.003
4103,도리어,도리어,t o l i ʌ,MAG,500,0.003
4109,절약,절약,tɕ ʌ l ja k,NNG,500,0.003
4109,마늘,마늘,m ɑ n ɯ l,NNG,500,0.003
4109,관세__03,관세,k wa n sʰ ɛ,NNG,500,0.003
4109,농부__01,농부,n o ŋ p u,NNG,499,0.003
4114,정직__01,정직,tɕ ʌ ŋ tɕ i k,NNG,499,0.003
4114,승진__03,승진,sʰ ɯ ŋ tɕ i n,NNG,499,0.003
4114,이행__08,이행,i h ɛ ŋ,NNG,499,0.003
4114,재야,재야,tɕ ɛ ja,NNG,499,0.003
4114,상당수,상당수,sʰ ɑ ŋ t ɑ ŋ sʰ u,NNG,499,0.003
4114,안기부,안기부,ɑ n k i p u,NNG,499,0.003
4114,밥상,밥상,p ɑ p s* ɑ ŋ,NNG,498,0.003
4122,선__10,선,sʰ ʌ n,NNG,498,0.003
4122,일제히,일제히,i l tɕ ɛ h i,MAG,498,0.003
4122,학__03,학,h ɑ k,NNG,498,0.003
4122,음반,음반,ɯ m p ɑ n,NNG,498,0.003
4122,원숭이,원숭이,wʌ n sʰ u ŋ i,NNG,497,0.003
4130,모범__02,모범,m o p ʌ m,NNG,497,0.003
4130,대사관,대사관,t ɛ sʰ ɑ k wa n,NNG,497,0.003
4130,칠,칠,tɕʰ i l,NNG,497,0.003
4130,종사__09,종사,tɕ o ŋ sʰ ɑ,NNG,497,0.003
4130,대우__09,대우,t ɛ u,NNG,497,0.003
4130,세계__03,세계,sʰ ɛ k jɛ,NNG,496,0.003
4138,이사회,이사회,i sʰ ɑ h wɛ,NNG,496,0.003
4138,병사__02,병사,p jʌ ŋ sʰ ɑ,NNG,496,0.003
4138,활짝,활짝,h wa l tɕ* ɑ k,MAG,496,0.003
4138,경찰관,경찰관,k jʌ ŋ tɕʰ ɑ l k wa n,NNG,496,0.003
4138,획기적,획기적,h wɛ k k* i tɕ ʌ k,NNG,496,0.003
4138,서른,서른,sʰ ʌ l ɯ n,NR,495,0.003
4144,격,격,k jʌ k,NNB,495,0.003
4144,농가__02,농가,n o ŋ k ɑ,NNG,495,0.003
4144,문화재,문화재,m u n h wa tɕ ɛ,NNG,494,0.003
4147,채용__01,채용,tɕʰ ɛ jo ŋ,NNG,494,0.003
4147,불리__01,불리,p u l l i,NNG,494,0.003
4147,배상__05,배상,p ɛ sʰ ɑ ŋ,NNG,494,0.003
4147,판정,판정,pʰ ɑ n tɕ ʌ ŋ,NNG,493,0.003
4155,푹,푹,pʰ u k,MAG,493,0.003
4155,개구리,개구리,k ɛ k u l i,NNG,493,0.003
4155,삼십,삼십,sʰ ɑ m sʰ i p,NR,493,0.003
4155,웬일,웬일,wɛ n i l,NNG,493,0.003
4155,연수__08,연수,jʌ n sʰ u,NNG,493,0.003
4155,대리__05,대리,t ɛ l i,NNG,492,0.003
4161,교양__02,교양,k jo ja ŋ,NNG,492,0.003
4161,태아__02,태아,tʰ ɛ ɑ,NNG,492,0.003
4161,웬__01,웬,wɛ n,MM,492,0.003
4161,가정__07,가정,k ɑ tɕ ʌ ŋ,NNG,492,0.003
4161,산소__03,산소,sʰ ɑ n sʰ o,NNG,491,0.003
4168,초과__02,초과,tɕʰ o k wa,NNG,491,0.003
4168,저지__03,저지,tɕ ʌ tɕ i,NNG,490,0.003
4171,취임,취임,tɕʰ wi i m,NNG,490,0.003
4171,한창,한창,h ɑ n tɕʰ ɑ ŋ,MAG,490,0.003
4171,기호__01,기호,k i h o,NNG,490,0.003
4171,기후__05,기후,k i h u,NNG,490,0.003
