id,indexed,hangul,ipa,POS,abs_freq,rel_freq
3110,마비__02,마비,m ɑ p i,NNG,712,0.004
3114,자아__01,자아,tɕ ɑ ɑ,NNG,712,0.004
3114,일주일,일주일,i l tɕ u i l,NNG,712,0.004
3114,발굴,발굴,p ɑ l k u l,NNG,711,0.004
3118,조명__06,조명,tɕ o m jʌ ŋ,NNG,711,0.004
3118,창출__01,창출,tɕʰ ɑ ŋ tɕʰ u l,NNG,710,0.004
3122,침략__02,침략,tɕʰ i m n ja k,NNG,710,0.004
3122,우산__01,우산,u sʰ ɑ n,NNG,709,0.004
3124,이혼__03,이혼,i h o n,NNG,709,0.004
3124,조국__01,조국,tɕ o k u k,NNG,708,0.004
3127,지상__01,지상,tɕ i sʰ ɑ ŋ,NNG,708,0.004
3127,댁,댁,t ɛ k,NNG,707,0.004
3130,가지__01,가지,k ɑ tɕ i,NNG,707,0.004
3130,자존심,자존심,tɕ ɑ tɕ o n sʰ i m,NNG,707,0.004
3130,농약,농약,n o ŋ ja k,NNG,707,0.004
3130,대학원,대학원,t ɛ h ɑ k wʌ n,NNG,707,0.004
3130,애인__02,애인,ɛ i n,NNG,706,0.004
3136,대변인,대변인,t ɛ p jʌ n i n,NNG,705,0.004
3138,점수__06,점수,tɕ ʌ m sʰ u,NNG,704,0.004
3138,증시__88,증시,tɕ ɯ ŋ sʰ i,NNG,704,0.004
3138,전선__10,전선,tɕ ʌ n sʰ ʌ n,NNG,704,0.004
3138,추적__03,추적,tɕʰ u tɕ ʌ k,NNG,703,0.004
3143,과목__02,과목,k wa m o k,NNG,703,0.004
3143,순환__01,순환,sʰ u n h wa n,NNG,702,0.004
3145,시어머니,시어머니,sʰ i ʌ m ʌ n i,NNG,701,0.004
3146,메시지,메시지,m ɛ sʰ i tɕ i,NNG,700,0.004
3148,차츰,차츰,tɕʰ ɑ tɕʰ ɯ m,MAG,700,0.004
3148,적합,적합,tɕ ʌ kʰ ɑ p,NNG,700,0.004
3148,금액__02,금액,k ɯ m ɛ k,NNG,699,0.004
3153,껍질,껍질,k* ʌ p tɕ* i l,NNG,699,0.004
3153,장래,장래,tɕ ɑ ŋ n ɛ,NNG,698,0.004
3156,연설__02,연설,jʌ n sʰ ʌ l,NNG,697,0.004
3158,중년__01,중년,tɕ u ŋ n jʌ n,NNG,696,0.004
3160,증언,증언,tɕ ɯ ŋ ʌ n,NNG,695,0.004
3161,리얼리즘,리얼리즘,l i ʌ l l i tɕ ɯ m,NNG,695,0.004
3161,텍스트,텍스트,tʰ ɛ k s* ɯ tʰ ɯ,NNG,694,0.004
3164,섹스,섹스,sʰ ɛ k s* ɯ,NNG,694,0.004
3164,보증,보증,p o tɕ ɯ ŋ,NNG,694,0.004
3164,지점__03,지점,tɕ i tɕ ʌ m,NNG,693,0.004
3168,안방__02,안방,ɑ n p ɑ ŋ,NNG,693,0.004
3168,품목__01,품목,pʰ u m m o k,NNG,692,0.004
3172,구성원,구성원,k u sʰ ʌ ŋ wʌ n,NNG,692,0.004
3172,전년,전년,tɕ ʌ n n jʌ n,NNG,691,0.004
3175,최대한,최대한,tɕʰ wɛ t ɛ h ɑ n,NNG,691,0.004
3175,인공__01,인공,i n k o ŋ,NNG,691,0.004
3175,즐거움,즐거움,tɕ ɯ l k ʌ u m,NNG,691,0.004
3175,집착__02,집착,tɕ i p tɕʰ ɑ k,NNG,691,0.004
3175,유교__02,유교,ju k jo,NNG,690,0.004
3180,허락,허락,h ʌ l ɑ k,NNG,690,0.004
3180,세__07,세,sʰ ɛ,NNB,690,0.004
3180,정비__05,정비,tɕ ʌ ŋ p i,NNG,689,0.004
3183,요즈음,요즈음,jo tɕ ɯ ɯ m,NNG,689,0.004
3183,함부로,함부로,h ɑ m p u l o,MAG,689,0.004
3183,쥐__02,쥐,tɕ wi,NNG,688,0.004
3187,주__26,주,tɕ u,NNG,688,0.004
3187,수면__07,수면,sʰ u m jʌ n,NNG,688,0.004
3187,성인__01,성인,sʰ ʌ ŋ i n,NNG,688,0.004
3187,진입,진입,tɕ i n i p,NNG,688,0.004
3187,협조__01,협조,h jʌ p tɕ* o,NNG,687,0.004
3192,부진__01,부진,p u tɕ i n,NNG,687,0.004
3192,아동__02,아동,ɑ t o ŋ,NNG,687,0.004
3192,재무,재무,tɕ ɛ m u,NNG,687,0.004
3192,포인트,포인트,pʰ o i n tʰ ɯ,NNG,687,0.004
3192,시체__02,시체,sʰ i tɕʰ ɛ,NNG,687,0.004
3192,전후__01,전후,tɕ ʌ n h u,NNG,686,0.004
3199,출산__02,출산,tɕʰ u l sʰ ɑ n,NNG,686,0.004
3199,선전__03,선전,sʰ ʌ n tɕ ʌ n,NNG,686,0.004
3199,연간__02,연간,jʌ n k ɑ n,NNG,685,0.004
3203,비전__11,비전,p i tɕ ʌ n,NNG,685,0.004
3203,안팎,안팎,ɑ n pʰ ɑ k,NNG,684,0.004
3206,임무__01,임무,i m m u,NNG,684,0.004
3206,풀이,풀이,pʰ u l i,NNG,684,0.004
3206,홀로,홀로,h o l l o,MAG,684,0.004
3206,동반__01,동반,t o ŋ p ɑ n,NNG,683,0.004
3212,친절,친절,tɕʰ i n tɕ ʌ l,NNG,683,0.004
3212,국립,국립,k u ŋ n i p,NNG,683,0.004
3212,투자자,투자자,tʰ u tɕ ɑ tɕ ɑ,NNG,683,0.004
3212,년__01,년,n jʌ n,NNB,683,0.004
3212,유난히,유난히,ju n ɑ n h i,MAG,683,0.004
3212,취업,취업,tɕʰ wi ʌ p,NNG,683,0.004
3212,방문__02,방문,p ɑ ŋ m u n,NNG,682,0.004
3219,이전__08,이전,i tɕ ʌ n,NNG,682,0.004
3219,저기,저기,tɕ ʌ k i,NP,682,0.004
3219,후회__01,후회,h u h wɛ,NNG,682,0.004
3219,경계__07,경계,k jʌ ŋ k jɛ,NNG,681,0.004
3227,다행히,다행히,t ɑ h ɛ ŋ h i,MAG,681,0.004
3227,사흘,사흘,sʰ ɑ h ɯ l,NNG,679,0.004
3229,운동장,운동장,u n t o ŋ tɕ ɑ ŋ,NNG,679,0.004
3229,범주__05,범주,p ʌ m tɕ u,NNG,679,0.004
3229,책임자,책임자,tɕʰ ɛ k i m tɕ ɑ,NNG,679,0.004
3229,학과__01,학과,h ɑ k k* wa,NNG,679,0.004
3229,이치__06,이치,i tɕʰ i,NNG,679,0.004
3229,배달,배달,p ɛ t ɑ l,NNG,679,0.004
3229,학기__02,학기,h ɑ k k* i,NNG,679,0.004
3229,디자인,디자인,t i tɕ ɑ i n,NNG,679,0.004
3229,성취__02,성취,sʰ ʌ ŋ tɕʰ wi,NNG,678,0.004
3239,조항__02,조항,tɕ o h ɑ ŋ,NNG,678,0.004
3239,국회의원,국회의원,k u kʰ wɛ ɰi wʌ n,NNG,678,0.004
3239,도중__04,도중,t o tɕ u ŋ,NNG,678,0.004
3239,출범,출범,tɕʰ u l p ʌ m,NNG,678,0.004
3239,교체__01,교체,k jo tɕʰ ɛ,NNG,678,0.004
3239,수지__04,수지,sʰ u tɕ i,NNG,678,0.004
3239,진상__03,진상,tɕ i n sʰ ɑ ŋ,NNG,677,0.004
3248,발상__03,발상,p ɑ l sʰ ɑ ŋ,NNG,677,0.004
3248,연애__05,연애,jʌ n ɛ,NNG,677,0.004
3248,선출__02,선출,sʰ ʌ n tɕʰ u l,NNG,676,0.004
3251,똑같이,똑같이,t* o k k* ɑ tɕʰ i,MAG,675,0.004
3253,물체,물체,m u l tɕʰ ɛ,NNG,675,0.004
3253,이내__05,이내,i n ɛ,NNG,675,0.004
3253,그분,그분,k ɯ p u n,NP,675,0.004
3253,성__08,성,sʰ ʌ ŋ,NNG,674,0.004
3260,자발,자발,tɕ ɑ p ɑ l,NNG,674,0.004
3260,당선__04,당선,t ɑ ŋ sʰ ʌ n,NNG,674,0.004
3260,거실__02,거실,k ʌ sʰ i l,NNG,673,0.004
3266,채,채,tɕʰ ɛ,MAG,673,0.004
3266,제발,제발,tɕ ɛ p ɑ l,MAG,673,0.004
3266,응답,응답,ɯ ŋ t ɑ p,NNG,673,0.004
3266,생__02,생,sʰ ɛ ŋ,NNG,673,0.004
3266,배려__02,배려,p ɛ l jʌ,NNG,673,0.004
3266,공__01,공,k o ŋ,NNG,671,0.004
3273,복도__04,복도,p o k t* o,NNG,671,0.004
3273,그거,그거,k ɯ k ʌ,NP,671,0.004
3273,솜씨,솜씨,sʰ o m s* i,NNG,671,0.004
3273,두레__03,두레,t u l ɛ,NNG,671,0.004
3273,이를테면,이를테면,i l ɯ l tʰ ɛ m jʌ n,MAG,670,0.004
3279,주말__02,주말,tɕ u m ɑ l,NNG,670,0.004
3279,판사__01,판사,pʰ ɑ n sʰ ɑ,NNG,670,0.004
3279,기__21,기,k i,NNG,670,0.004
3279,건전__02,건전,k ʌ n tɕ ʌ n,NNG,670,0.004
3279,원시__04,원시,wʌ n sʰ i,NNG,669,0.004
3284,폐쇄,폐쇄,pʰ jɛ sʰ wɛ,NNG,669,0.004
3284,무한,무한,m u h ɑ n,NNG,668,0.004
3288,범인__02,범인,p ʌ m i n,NNG,668,0.004
3288,존경,존경,tɕ o n k jʌ ŋ,NNG,668,0.004
3288,간주__02,간주,k ɑ n tɕ u,NNG,668,0.004
3288,상담__01,상담,sʰ ɑ ŋ t ɑ m,NNG,667,0.004
3293,실로,실로,sʰ i l l o,MAG,667,0.004
3293,연령__01,연령,jʌ l l jʌ ŋ,NNG,667,0.004
3293,집회,집회,tɕ i pʰ wɛ,NNG,667,0.004
3293,선원__06,선원,sʰ ʌ n wʌ n,NNG,666,0.004
3299,부작용,부작용,p u tɕ ɑ k jo ŋ,NNG,666,0.004
3299,동화__07,동화,t o ŋ h wa,NNG,666,0.004
3299,고속__02,고속,k o sʰ o k,NNG,666,0.004
3299,자칫,자칫,tɕ ɑ tɕʰ i t,MAG,665,0.004
3303,의의__04,의의,ɰi ɰi,NNG,665,0.004
3303,학부모,학부모,h ɑ k p* u m o,NNG,665,0.004
3303,고독__02,고독,k o t o k,NNG,665,0.004
3303,항목,항목,h ɑ ŋ m o k,NNG,664,0.004
3307,사법__02,사법,sʰ ɑ p ʌ p,NNG,664,0.004
3307,과정__04,과정,k wa tɕ ʌ ŋ,NNG,664,0.004
3307,연말__02,연말,jʌ n m ɑ l,NNG,664,0.004
3307,대조__10,대조,t ɛ tɕ o,NNG,664,0.004
3307,생성,생성,sʰ ɛ ŋ sʰ ʌ ŋ,NNG,663,0.004
3312,소나무,소나무,sʰ o n ɑ m u,NNG,663,0.004
3312,숙제__03,숙제,sʰ u k tɕ* ɛ,NNG,662,0.004
3314,종종__04,종종,tɕ o ŋ tɕ o ŋ,MAG,662,0.004
3314,경력__02,경력,k jʌ ŋ n jʌ k,NNG,661,0.004
3317,중반__03,중반,tɕ u ŋ p ɑ n,NNG,661,0.004
3317,중대__05,중대,tɕ u ŋ t ɛ,NNG,660,0.004
3319,저축__03,저축,tɕ ʌ tɕʰ u k,NNG,660,0.004
3319,소장__08,소장,sʰ o tɕ ɑ ŋ,NNG,660,0.004
3319,과장__06,과장,k wa tɕ ɑ ŋ,NNG,658,0.004
3324,초등학교,초등학교,tɕʰ o t ɯ ŋ h ɑ k k* jo,NNG,658,0.004
3324,구실__01,구실,k u sʰ i l,NNG,658,0.004
3330,안쪽,안쪽,ɑ n tɕ* o k,NNG,656,0.004
3330,구호__02,구호,k u h o,NNG,655,0.004
3333,마케팅,마케팅,m ɑ kʰ ɛ tʰ i ŋ,NNG,655,0.004
3333,좌절,좌절,tɕ wa tɕ ʌ l,NNG,654,0.004
3335,축하,축하,tɕʰ u kʰ ɑ,NNG,653,0.004
3336,진료,진료,tɕ i l l jo,NNG,653,0.004
3336,통화__04,통화,tʰ o ŋ h wa,NNG,653,0.004
3336,서너,서너,sʰ ʌ n ʌ,MM,653,0.004
3336,사과__08,사과,sʰ ɑ k wa,NNG,652,0.004
3344,제재__01,제재,tɕ ɛ tɕ ɛ,NNG,652,0.004
3344,온도,온도,o n t o,NNG,652,0.004
3344,공__04,공,k o ŋ,NNG,652,0.004
3344,저장__04,저장,tɕ ʌ tɕ ɑ ŋ,NNG,652,0.004
3344,참조__02,참조,tɕʰ ɑ m tɕ o,NNG,651,0.004
3349,멋,멋,m ʌ t,NNG,650,0.004
3350,독__04,독,t o k,NNG,650,0.004
3350,선장__06,선장,sʰ ʌ n tɕ ɑ ŋ,NNG,650,0.004
3350,유혹__02,유혹,ju h o k,NNG,650,0.004
3350,깨끗이,깨끗이,k* ɛ k* ɯ sʰ i,MAG,649,0.004
3354,명칭__02,명칭,m jʌ ŋ tɕʰ i ŋ,NNG,649,0.004
3354,공학__01,공학,k o ŋ h ɑ k,NNG,649,0.004
3354,수백,수백,sʰ u p ɛ k,NR,648,0.004
3359,추측,추측,tɕʰ u tɕʰ ɯ k,NNG,648,0.004
3359,국방부,국방부,k u k p* ɑ ŋ p u,NNG,647,0.004
3361,고함__01,고함,k o h ɑ m,NNG,647,0.004
3361,주년,주년,tɕ u n jʌ n,NNB,647,0.004
3361,성분__01,성분,sʰ ʌ ŋ p u n,NNG,647,0.004
3361,화자__06,화자,h wa tɕ ɑ,NNG,647,0.004
3361,탐구__02,탐구,tʰ ɑ m k u,NNG,646,0.004
3369,독서__03,독서,t o k s* ʌ,NNG,646,0.004
3369,중소__02,중소,tɕ u ŋ sʰ o,NNG,646,0.004
3369,정식__01,정식,tɕ ʌ ŋ sʰ i k,NNG,646,0.004
3369,화장__02,화장,h wa tɕ ɑ ŋ,NNG,646,0.004
3369,식탁,식탁,sʰ i k tʰ ɑ k,NNG,646,0.004
3369,클럽,클럽,kʰ ɯ l l ʌ p,NNG,645,0.004
3376,국경__01,국경,k u k k* jʌ ŋ,NNG,645,0.004
3376,의욕,의욕,ɰi jo k,NNG,645,0.004
3376,총체__02,총체,tɕʰ o ŋ tɕʰ ɛ,NNG,644,0.004
3382,소화__06,소화,sʰ o h wa,NNG,643,0.004
3383,계열,계열,k jɛ jʌ l,NNG,643,0.004
3383,계승__02,계승,k jɛ sʰ ɯ ŋ,NNG,642,0.004
3385,피로__02,피로,pʰ i l o,NNG,642,0.004
3385,제국__02,제국,tɕ ɛ k u k,NNG,641,0.004
3389,단일__01,단일,t ɑ n i l,NNG,641,0.004
3389,이,이,i,NR,640,0.004
3391,물리__02,물리,m u l l i,NNG,640,0.004
3391,노사__07,노사,n o sʰ ɑ,NNG,640,0.004
3391,조기__05,조기,tɕ o k i,NNG,640,0.004
3391,깊이,깊이,k i pʰ i,NNG,640,0.004
3391,판__10,판,pʰ ɑ n,NNG,640,0.004
3391,창고__01,창고,tɕʰ ɑ ŋ k o,NNG,640,0.004
3391,탄압,탄압,tʰ ɑ n ɑ p,NNG,639,0.004
3398,철도,철도,tɕʰ ʌ l t o,NNG,639,0.004
3398,아무튼,아무튼,ɑ m u tʰ ɯ n,MAG,638,0.004
3401,고도__08,고도,k o t o,NNG,638,0.004
3401,저절로,저절로,tɕ ʌ tɕ ʌ l l o,MAG,638,0.004
3401,출현,출현,tɕʰ u l h jʌ n,NNG,638,0.004
3401,호수__07,호수,h o sʰ u,NNG,638,0.004
3401,치마__01,치마,tɕʰ i m ɑ,NNG,638,0.004
3401,침__01,침,tɕʰ i m,NNG,638,0.004
3401,훼손,훼손,h wɛ sʰ o n,NNG,638,0.004
3401,합격,합격,h ɑ p k* jʌ k,NNG,636,0.004
3409,지출__01,지출,tɕ i tɕʰ u l,NNG,635,0.004
3412,애초__01,애초,ɛ tɕʰ o,NNG,635,0.004
3412,간섭,간섭,k ɑ n sʰ ʌ p,NNG,635,0.004
3412,신설__03,신설,sʰ i n sʰ ʌ l,NNG,634,0.004
3415,구원__05,구원,k u wʌ n,NNG,634,0.004
3415,장악__02,장악,tɕ ɑ ŋ ɑ k,NNG,633,0.004
3417,우리말,우리말,u l i m ɑ l,NNG,633,0.004
3417,터__01,터,tʰ ʌ,NNG,633,0.004
3417,양__02,양,ja ŋ,NNB,632,0.004
3422,취소__01,취소,tɕʰ wi sʰ o,NNG,632,0.004
3422,우울,우울,u u l,NNG,632,0.004
3422,부자__08,부자,p u tɕ ɑ,NNG,632,0.004
3422,친척,친척,tɕʰ i n tɕʰ ʌ k,NNG,631,0.004
3428,출입,출입,tɕʰ u l i p,NNG,630,0.004
3432,월급,월급,wʌ l k ɯ p,NNG,630,0.004
3432,꼬마,꼬마,k* o m ɑ,NNG,630,0.004
3432,이쪽,이쪽,i tɕ* o k,NP,630,0.004
3432,무리__01,무리,m u l i,NNG,630,0.004
3432,고추__01,고추,k o tɕʰ u,NNG,629,0.004
3440,천억,천억,tɕʰ ʌ n ʌ k,NR,629,0.004
3440,어음__01,어음,ʌ ɯ m,NNG,629,0.004
3440,축적,축적,tɕʰ u k tɕ* ʌ k,NNG,629,0.004
3440,스승__01,스승,sʰ ɯ sʰ ɯ ŋ,NNG,628,0.004
3445,원망__01,원망,wʌ n m ɑ ŋ,NNG,628,0.004
3445,성적__03,성적,sʰ ʌ ŋ tɕ ʌ k,NNG,628,0.004
3445,방송국,방송국,p ɑ ŋ sʰ o ŋ k u k,NNG,627,0.004
3450,여__07,여,jʌ,NNG,627,0.004
3450,공산주의,공산주의,k o ŋ sʰ ɑ n tɕ u ɰi,NNG,627,0.004
3450,강물,강물,k ɑ ŋ m u l,NNG,627,0.004
3450,세계관,세계관,sʰ ɛ k jɛ k wa n,NNG,626,0.004
3455,민족주의,민족주의,m i n tɕ o k tɕ* u ɰi,NNG,626,0.004
3455,미처,미처,m i tɕʰ ʌ,MAG,626,0.004
3455,농담__01,농담,n o ŋ t ɑ m,NNG,626,0.004
3455,열매__01,열매,jʌ l m ɛ,NNG,626,0.004
3455,요약__02,요약,jo ja k,NNG,625,0.004
3461,석방,석방,sʰ ʌ k p* ɑ ŋ,NNG,625,0.004
3461,원고__03,원고,wʌ n k o,NNG,625,0.004
3461,불신__02,불신,p u l sʰ i n,NNG,625,0.004
3461,변형,변형,p jʌ n h jʌ ŋ,NNG,625,0.004
3461,통상__01,통상,tʰ o ŋ sʰ ɑ ŋ,NNG,624,0.004
3467,패배,패배,pʰ ɛ p ɛ,NNG,624,0.004
3467,시사__02,시사,sʰ i sʰ ɑ,NNG,624,0.004
3467,감당__03,감당,k ɑ m t ɑ ŋ,NNG,624,0.004
3467,감히,감히,k ɑ m h i,MAG,623,0.004
3472,획득,획득,h wɛ k t* ɯ k,NNG,622,0.004
3473,부과__05,부과,p u k wa,NNG,622,0.004
3473,한__05,한,h ɑ n,NNG,622,0.004
3473,자신감,자신감,tɕ ɑ sʰ i n k ɑ m,NNG,622,0.004
3473,모자__08,모자,m o tɕ ɑ,NNG,622,0.004
3473,오랜만,오랜만,o l ɛ n m ɑ n,NNG,622,0.004
3473,덕__05,덕,t ʌ k,NNG,621,0.004
3479,경계__04,경계,k jʌ ŋ k jɛ,NNG,621,0.004
3481,살해__01,살해,sʰ ɑ l h ɛ,NNG,620,0.004
3481,자기__04,자기,tɕ ɑ k i,NNG,620,0.004
3481,요원__02,요원,jo wʌ n,NNG,619,0.004
3485,공유__02,공유,k o ŋ ju,NNG,619,0.004
3485,갖가지,갖가지,k ɑ t k* ɑ tɕ i,NNG,618,0.004
3487,막상,막상,m ɑ k s* ɑ ŋ,MAG,618,0.004
3487,변명__01,변명,p jʌ n m jʌ ŋ,NNG,617,0.004
3491,일기__12,일기,i l k i,NNG,616,0.004
3493,부도__02,부도,p u t o,NNG,616,0.004
3493,강__88,강,k ɑ ŋ,NNG,616,0.004
3493,상인__07,상인,sʰ ɑ ŋ i n,NNG,616,0.004
3493,천장__02,천장,tɕʰ ʌ n tɕ ɑ ŋ,NNG,615,0.004
3497,젖,젖,tɕ ʌ t,NNG,614,0.004
3500,청구__04,청구,tɕʰ ʌ ŋ k u,NNG,614,0.004
3500,계곡,계곡,k jɛ k o k,NNG,614,0.004
3500,탑__02,탑,tʰ ɑ p,NNG,614,0.004
3500,결성,결성,k jʌ l sʰ ʌ ŋ,NNG,614,0.004
3500,주최,주최,tɕ u tɕʰ wɛ,NNG,614,0.004
3500,바닷가,바닷가,p ɑ t ɑ t k* ɑ,NNG,614,0.004
3500,교섭,교섭,k jo sʰ ʌ p,NNG,614,0.004
3500,국방,국방,k u k p* ɑ ŋ,NNG,613,0.004
3510,단기__09,단기,t ɑ n k i,NNG,613,0.004
3510,솔직히,솔직히,sʰ o l tɕ i kʰ i,MAG,613,0.004
3510,선발__03,선발,sʰ ʌ n p ɑ l,NNG,613,0.004
3510,주__05,주,tɕ u,NNG,613,0.004
3510,생리__03,생리,sʰ ɛ ŋ n i,NNG,612,0.004
3515,신__02,신,sʰ i n,NNG,612,0.004
3515,사나이,사나이,sʰ ɑ n ɑ i,NNG,612,0.004
3515,암시__01,암시,ɑ m sʰ i,NNG,612,0.004
3515,로비__04,로비,l o p i,NNG,612,0.004
3515,그중,그중,k ɯ tɕ u ŋ,NNG,612,0.004
3515,포괄,포괄,pʰ o k wa l,NNG,611,0.004
3522,모방__04,모방,m o p ɑ ŋ,NNG,611,0.004
3522,아낙,아낙,ɑ n ɑ k,NNG,611,0.004
3527,신중__04,신중,sʰ i n tɕ u ŋ,NNG,610,0.004
3527,견제__01,견제,k jʌ n tɕ ɛ,NNG,610,0.004
3527,허공,허공,h ʌ k o ŋ,NNG,610,0.004
3527,새__01,새,sʰ ɛ,NNG,610,0.004
3527,말없이,말없이,m ɑ l ʌ p s* i,MAG,609,0.004
3532,봉건,봉건,p o ŋ k ʌ n,NNG,609,0.004
3532,무료__01,무료,m u l jo,NNG,609,0.004
3532,짜증,짜증,tɕ* ɑ tɕ ɯ ŋ,NNG,609,0.004
3532,야구__02,야구,ja k u,NNG,608,0.004
3536,휴가__01,휴가,h ju k ɑ,NNG,608,0.004
3536,선비__01,선비,sʰ ʌ n p i,NNG,608,0.004
3536,그물,그물,k ɯ m u l,NNG,607,0.004
3542,약물__01,약물,ja ŋ m u l,NNG,607,0.004
3542,종목__01,종목,tɕ o ŋ m o k,NNG,607,0.004
3542,요란,요란,jo l ɑ n,NNG,606,0.004
3546,저것,저것,tɕ ʌ k ʌ t,NP,606,0.004
3546,유리__10,유리,ju l i,NNG,606,0.004
3546,네트워크,네트워크,n ɛ tʰ ɯ wʌ kʰ ɯ,NNG,606,0.004
3546,원천__02,원천,wʌ n tɕʰ ʌ n,NNG,605,0.004
3550,소설가,소설가,sʰ o sʰ ʌ l k ɑ,NNG,605,0.004
3550,민속,민속,m i n sʰ o k,NNG,605,0.004
3550,흑인,흑인,h ɯ k i n,NNG,605,0.004
3550,인형__01,인형,i n h jʌ ŋ,NNG,605,0.004
3550,낭비,낭비,n ɑ ŋ p i,NNG,604,0.004
3555,서민,서민,sʰ ʌ m i n,NNG,604,0.004
3555,실태__02,실태,sʰ i l tʰ ɛ,NNG,604,0.004
3555,재단__01,재단,tɕ ɛ t ɑ n,NNG,604,0.004
3555,약화__01,약화,ja kʰ wa,NNG,604,0.004
3555,곡__02,곡,k o k,NNG,603,0.004
3560,청__08,청,tɕʰ ʌ ŋ,NNG,603,0.004
3560,왕조__02,왕조,wa ŋ tɕ o,NNG,603,0.004
3560,왠지,왠지,wɛ n tɕ i,MAG,603,0.004
3560,열기__07,열기,jʌ l k i,NNG,603,0.004
3560,딱__03,딱,t* ɑ k,MAG,603,0.004
3560,안경__03,안경,ɑ n k jʌ ŋ,NNG,602,0.004
3566,모집,모집,m o tɕ i p,NNG,602,0.004
3566,출마,출마,tɕʰ u l m ɑ,NNG,602,0.004
3566,일생__01,일생,i l sʰ ɛ ŋ,NNG,601,0.004
3570,관습,관습,k wa n sʰ ɯ p,NNG,601,0.004
3570,섬유,섬유,sʰ ʌ m ju,NNG,601,0.004
3570,토요일,토요일,tʰ o jo i l,NNG,601,0.004
3570,매춘,매춘,m ɛ tɕʰ u n,NNG,601,0.004
3570,마음대로,마음대로,m ɑ ɯ m t ɛ l o,MAG,601,0.004
3570,도__04,도,t o,NNG,600,0.004
3577,총회__02,총회,tɕʰ o ŋ h wɛ,NNG,600,0.004
3577,지불__02,지불,tɕ i p u l,NNG,600,0.004
3577,과자__02,과자,k wa tɕ ɑ,NNG,600,0.004
3577,총무,총무,tɕʰ o ŋ m u,NNG,600,0.004
3577,탈출__02,탈출,tʰ ɑ l tɕʰ u l,NNG,600,0.004
3577,생일__02,생일,sʰ ɛ ŋ i l,NNG,599,0.004
3587,사기__25,사기,sʰ ɑ k i,NNG,599,0.004
3587,속성__05,속성,sʰ o k s* ʌ ŋ,NNG,599,0.004
3587,이튿날,이튿날,i tʰ ɯ n n ɑ l,NNG,599,0.004
3587,선호__03,선호,sʰ ʌ n h o,NNG,599,0.004
3587,디지털,디지털,t i tɕ i tʰ ʌ l,NNG,599,0.004
3587,위상__02,위상,wi sʰ ɑ ŋ,NNG,599,0.004
3587,지도__03,지도,tɕ i t o,NNG,598,0.004
3594,딴,딴,t* ɑ n,MM,598,0.004
3594,단편__01,단편,t ɑ n pʰ jʌ n,NNG,598,0.004
3594,혼인,혼인,h o n i n,NNG,597,0.004
3600,오로지,오로지,o l o tɕ i,MAG,597,0.004
3600,벌떡,벌떡,p ʌ l t* ʌ k,MAG,596,0.004
3603,취미__04,취미,tɕʰ wi m i,NNG,596,0.004
3603,고용__03,고용,k o jo ŋ,NNG,596,0.004
3603,시장__03,시장,sʰ i tɕ ɑ ŋ,NNG,595,0.004
3607,미스__03,미스,m i sʰ ɯ,NNG,595,0.004
3607,지극히,지극히,tɕ i k ɯ kʰ i,MAG,595,0.004
3607,육성__04,육성,ju k s* ʌ ŋ,NNG,595,0.004
3607,악__04,악,ɑ k,NNG,594,0.004
3611,다방__02,다방,t ɑ p ɑ ŋ,NNG,594,0.004
3611,위축__02,위축,wi tɕʰ u k,NNG,594,0.004
3611,여관__03,여관,jʌ k wa n,NNG,594,0.004
3611,체포,체포,tɕʰ ɛ pʰ o,NNG,594,0.004
3611,거주__02,거주,k ʌ tɕ u,NNG,594,0.004
3611,차단,차단,tɕʰ ɑ t ɑ n,NNG,593,0.004
3617,년도,년도,n jʌ n t o,NNB,593,0.004
3617,연계__03,연계,jʌ n k jɛ,NNG,592,0.004
3620,무당__01,무당,m u t ɑ ŋ,NNG,592,0.004
3620,낚시,낚시,n ɑ k s* i,NNG,592,0.004
3620,지옥,지옥,tɕ i o k,NNG,592,0.004
3620,뺨,뺨,p* ja m,NNG,592,0.004
3620,시청__03,시청,sʰ i tɕʰ ʌ ŋ,NNG,592,0.004
3620,냉장고,냉장고,n ɛ ŋ tɕ ɑ ŋ k o,NNG,590,0.004
3628,고작,고작,k o tɕ ɑ k,MAG,590,0.004
3628,저런,저런,tɕ ʌ l ʌ n,MM,590,0.004
3628,타협,타협,tʰ ɑ h jʌ p,NNG,588,0.004
3634,이윽고,이윽고,i ɯ k k* o,MAG,587,0.004
3635,계좌__02,계좌,k jɛ tɕ wa,NNG,587,0.004
3635,풍토,풍토,pʰ u ŋ tʰ o,NNG,587,0.004
3635,고요__01,고요,k o jo,NNG,586,0.004
3638,예감__03,예감,jɛ k ɑ m,NNG,586,0.004
3638,공천__02,공천,k o ŋ tɕʰ ʌ n,NNG,586,0.004
3638,여사__04,여사,jʌ sʰ ɑ,NNG,585,0.004
3643,사안__07,사안,sʰ ɑ ɑ n,NNG,585,0.004
3643,테러,테러,tʰ ɛ l ʌ,NNG,584,0.004
3646,부서__12,부서,p u sʰ ʌ,NNG,584,0.004
3646,무늬,무늬,m u n ɰi,NNG,584,0.004
3646,흉내,흉내,h ju ŋ n ɛ,NNG,584,0.004
3646,성향__02,성향,sʰ ʌ ŋ h ja ŋ,NNG,584,0.004
3646,편성__02,편성,pʰ jʌ n sʰ ʌ ŋ,NNG,583,0.004
3653,오류__03,오류,o l ju,NNG,583,0.004
